Inpatient Medical Management,,,,,,,,,,,,,,,,,
Inpatient Neurology Consultation,,,,,,,,,,,,,,,,,
Inpatient Procedures,,,,,,,,,,,,,,,,,
Insect Sting Allergy Management,,,,,,,,,,,,,,,,,
Insect Sting Allergy Testing and Interpretation,,,,,,,,,,,,,,,,,
Insect Venom Allergy Testing,,,,,,,,,,,,,,,,,
Insightoriented Therapy,,,,,,,,,,,,,,,,,
Insomnia Management,,,,,,,,,,,,,,,,,
Insomnia Treatment,,,,,,,,,,,,,,,,,
Inspection Techniques,,,,,,,,,,,,,,,,,
Inspire Therapy Implementation,,,,,,,,,,,,,,,,,
Instrument Calibration,,,,,,,,,,,,,,,,,
Instrument Maintenance,,,,,,,,,,,,,,,,,
Instrumentation and Automation,,,,,,,,,,,,,,,,,
Insulin Administration,,,,,,,,,,,,,,,,,
Insulin Delivery Adjustment,,,,,,,,,,,,,,,,,
Insulin Dose Adjustment,,,,,,,,,,,,,,,,,
Insulin Dose Adjustment Algorithms,,,,,,,,,,,,,,,,,
Insulin Pump Maintenance,,,,,,,,,,,,,,,,,
Insulin Pump Management,,,,,,,,,,,,,,,,,
Insulin Pump Programming,,,,,,,,,,,,,,,,,
Insulin Pump Selection,,,,,,,,,,,,,,,,,
Insulin Pump Therapy,,,,,,,,,,,,,,,,,
Insulin Pump Therapy Education,,,,,,,,,,,,,,,,,
Insulin Pump Therapy Initiation and Management,,,,,,,,,,,,,,,,,
Insulin Regulation,,,,,,,,,,,,,,,,,
Insulin Resistance Management,,,,,,,,,,,,,,,,,
Insulin Resistance Syndromes,,,,,,,,,,,,,,,,,
Insulin Resistance Testing,,,,,,,,,,,,,,,,,
Insulin Resistance Treatment,,,,,,,,,,,,,,,,,
Insulin Secretion Assessment,,,,,,,,,,,,,,,,,
Insulin Sensitivity Analysis,,,,,,,,,,,,,,,,,
Insulin Storage and Handling,,,,,,,,,,,,,,,,,
Insulin Therapy,,,,,,,,,,,,,,,,,
Insulin Therapy Adjustment,,,,,,,,,,,,,,,,,
Insulin Therapy Administration,,,,,,,,,,,,,,,,,
Insulin Therapy Initiation and Adjustment,,,,,,,,,,,,,,,,,
Insulin Therapy Management,,,,,,,,,,,,,,,,,
Insulinoma Surgery,,,,,,,,,,,,,,,,,
Insurance Management,,,,,,,,,,,,,,,,,
Integrated Care Coordination,,,,,,,,,,,,,,,,,
Integrated Care Models,,,,,,,,,,,,,,,,,
Integration of Genetic Services,,,,,,,,,,,,,,,,,
Integration of Imaging Technology,,,,,,,,,,,,,,,,,
Integration with Insulin Pumps,,,,,,,,,,,,,,,,,
Integrative Approaches to Mental Health,,,,,,,,,,,,,,,,,
Integrative Health Practices,,,,,,,,,,,,,,,,,
Integrative Medicine,,,,,,,,,,,,,,,,,
Integrative Medicine Approaches,,,,,,,,,,,,,,,,,
Integrative Medicine Approaches to Pain Management,,,,,,,,,,,,,,,,,
Integrative Medicine Skills,,,,,,,,,,,,,,,,,
Integrative Medicine Techniques,,,,,,,,,,,,,,,,,
Integrative Oncology,,,,,,,,,,,,,,,,,
Integrative Oncology Assessment,,,,,,,,,,,,,,,,,
Integrative Pain Management,,,,,,,,,,,,,,,,,
Integrative Pain Medicine,,,,,,,,,,,,,,,,,
Integrative Therapies in Palliative Care,,,,,,,,,,,,,,,,,
Integrative Treatment Modalities,,,,,,,,,,,,,,,,,
Intellectual Disability Assessment and Support,,,,,,,,,,,,,,,,,
Intellectual Property Rights,,,,,,,,,,,,,,,,,
Intensity Modulated Radiation Therapy IMRT,,,,,,,,,,,,,,,,,
Intensity Modulated Radiation Therapy IMRT Planning and Delivery,,,,,,,,,,,,,,,,,
Intensity Modulated Radiotherapy,,,,,,,,,,,,,,,,,
Intensity Modulated Radiotherapy IMRT,,,,,,,,,,,,,,,,,
Intensive care,,,,,,,,,,,,,,,,,
Interactive Learning Techniques,,,,,,,,,,,,,,,,,
Interagency Collaboration,,,,,,,,,,,,,,,,,
Interagency Coordination,,,,,,,,,,,,,,,,,
Interdepartmental Coordination,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Clinicians and Support Staff,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Endocrinologists,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Gastroenterologists Oncologists and other specialists,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Hematologists Surgeons and other specialists,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Nurses Surgeons and Infectious Disease Specialists,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Physical Therapists Occupational Therapists and other specialists,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Physicians Geneticists and other specialists,,,,,,,,,,,,,,,,,
Interdisciplinary Collaboration with Radiologists Oncologists and other specialists,,,,,,,,,,,,,,,,,
Interdisciplinary Communication,,,,,,,,,,,,,,,,,
Interdisciplinary Consultation,,,,,,,,,,,,,,,,,
Interdisciplinary Coordination,,,,,,,,,,,,,,,,,
Interdisciplinary Team Collaboration,,,,,,,,,,,,,,,,,
Interdisciplinary Team Coordination,,,,,,,,,,,,,,,,,
Interface Development,,,,,,,,,,,,,,,,,
Interferon Therapy,,,,,,,,,,,,,,,,,
Internal and External Audits,,,,,,,,,,,,,,,,,
Internal Auditing,,,,,,,,,,,,,,,,,
Internal Medicine,,,,,,,,,,,,,,,,,
International Policy Comparison,,,,,,,,,,,,,,,,,
International Regulatory Affairs,,,,,,,,,,,,,,,,,
Interoperability Standards,,,,,,,,,,,,,,,,,
Interpersonal Skills,,,,,,,,,,,,,,,,,
Interpersonal Therapy IPT,,,,,,,,,,,,,,,,,
Interpretation of Allergy Test Results,,,,,,,,,,,,,,,,,
Interpretation of Blood Cultures,,,,,,,,,,,,,,,,,
Interpretation of Cardiac Imaging Studies,,,,,,,,,,,,,,,,,
Interpretation of Colorectal Imaging CT MRI,,,,,,,,,,,,,,,,,
Interpretation of Complete Blood Count CBC,,,,,,,,,,,,,,,,,
Interpretation of Diagnostic Imaging for Treatment Planning,,,,,,,,,,,,,,,,,
Interpretation of Dreams,,,,,,,,,,,,,,,,,
Interpretation of Emergency Radiology Xray CT MRI,,,,,,,,,,,,,,,,,
Interpretation of Endocrine Imaging Studies,,,,,,,,,,,,,,,,,
Interpretation of Genetic Data,,,,,,,,,,,,,,,,,
Interpretation of Genitourinary Imaging,,,,,,,,,,,,,,,,,
Interpretation of Imaging Studies,,,,,,,,,,,,,,,,,
Interpretation of Imaging Studies CT MRI PET scans,,,,,,,,,,,,,,,,,
Interpretation of Immunologic Tests,,,,,,,,,,,,,,,,,
Interpretation of Laboratory Results,,,,,,,,,,,,,,,,,
Interpretation of Nuclear Imaging,,,,,,,,,,,,,,,,,
Interpretation of Pathology Reports,,,,,,,,,,,,,,,,,
Interpretation of Pediatric Chest Imaging Xray CT,,,,,,,,,,,,,,,,,
Interpretation of Pediatric ECGs,,,,,,,,,,,,,,,,,
Interpretation of Pediatric Sleep Studies,,,,,,,,,,,,,,,,,
Interpretation of Pleural Fluid Analysis,,,,,,,,,,,,,,,,,
Interpretation of Pulmonary Function Tests,,,,,,,,,,,,,,,,,
Interpretation of Radiographs CT and MRI,,,,,,,,,,,,,,,,,
Interpretation of Rheumatologic Laboratory Tests,,,,,,,,,,,,,,,,,
Interpretation of Serologic Tests,,,,,,,,,,,,,,,,,
Interpretation of Shoulder and Elbow Imaging MRI CT,,,,,,,,,,,,,,,,,
Interpretation of Urodynamic Data,,,,,,,,,,,,,,,,,
Interpretation of Urological Imaging,,,,,,,,,,,,,,,,,
Interpreting Radiologic Imaging for Motility Disorders,,,,,,,,,,,,,,,,,
Interstitial Cystitis Treatment,,,,,,,,,,,,,,,,,
Interstitial Lung Disease Diagnosis,,,,,,,,,,,,,,,,,
Interstitial Lung Disease Evaluation,,,,,,,,,,,,,,,,,
Interstitial Lung Disease Imaging,,,,,,,,,,,,,,,,,
Interstitial Lung Disease Management,,,,,,,,,,,,,,,,,
Interventional Cardiology,,,,,,,,,,,,,,,,,
Interventional Cardiology Procedures,,,,,,,,,,,,,,,,,
Interventional Cardiology Techniques,,,,,,,,,,,,,,,,,
Interventional Endoscopy in Pediatrics,,,,,,,,,,,,,,,,,
Interventional Nephrology Procedures,,,,,,,,,,,,,,,,,
Interventional Nephrology Skills,,,,,,,,,,,,,,,,,
Interventional Pain Management Techniques,,,,,,,,,,,,,,,,,
Interventional Pain Procedures,,,,,,,,,,,,,,,,,
Interventional Pain Techniques,,,,,,,,,,,,,,,,,
Interventional Pediatric Cardiology Procedures,,,,,,,,,,,,,,,,,
Interventional Procedures Biopsies Drainages,,,,,,,,,,,,,,,,,
Interventional Procedures in Emergencies,,,,,,,,,,,,,,,,,
Interventional Psychiatry,,,,,,,,,,,,,,,,,
Interventional Pulmonology,,,,,,,,,,,,,,,,,
Interventional Radiology,,,,,,,,,,,,,,,,,
Interventional Radiology in Hepatology,,,,,,,,,,,,,,,,,
Interventional Radiology Procedures,,,,,,,,,,,,,,,,,
Interventional Radiology Techniques,,,,,,,,,,,,,,,,,
Interventional Radiology Techniques in Urogenital Imaging,,,,,,,,,,,,,,,,,
Interventional Techniques in Trauma,,,,,,,,,,,,,,,,,
Intestinal Motility Testing,,,,,,,,,,,,,,,,,
Intestinal Obstruction Management,,,,,,,,,,,,,,,,,
Intestinal Surgery,,,,,,,,,,,,,,,,,
Intestinal Transplant Assessment,,,,,,,,,,,,,,,,,
Intimacy Counseling,,,,,,,,,,,,,,,,,
Intra Articular Injection Techniques,,,,,,,,,,,,,,,,,
Intra Articular Injections,,,,,,,,,,,,,,,,,
Intraaortic Balloon Pump IABP Insertion,,,,,,,,,,,,,,,,,
Intraarticular Corticosteroid Injections,,,,,,,,,,,,,,,,,
Intraarticular Injection,,,,,,,,,,,,,,,,,
Intracardiac Echocardiography,,,,,,,,,,,,,,,,,
Intracerebral Hemorrhage Management,,,,,,,,,,,,,,,,,
Intracorporeal Anastomosis,,,,,,,,,,,,,,,,,
Intracranial Pressure Monitoring,,,,,,,,,,,,,,,,,
Intradermal Testing,,,,,,,,,,,,,,,,,
Intradiscal Therapy,,,,,,,,,,,,,,,,,
Intragastric Balloon Placement,,,,,,,,,,,,,,,,,
Intramedullary Nail Fixation,,,,,,,,,,,,,,,,,
Intranasal Steroid Use,,,,,,,,,,,,,,,,,
Intraocular Lens IOL Calculations for Cataract and Refractive Surgery,,,,,,,,,,,,,,,,,
Intraocular Lens IOL Selection Monofocal Toric Multifocal,,,,,,,,,,,,,,,,,
Intraocular Lymphoma Diagnosis and Management,,,,,,,,,,,,,,,,,
Intraocular Pressure Measurement,,,,,,,,,,,,,,,,,
Intraoperative Blood Conservation,,,,,,,,,,,,,,,,,
Intraoperative Blood Salvage,,,,,,,,,,,,,,,,,
Intraoperative Decision Making,,,,,,,,,,,,,,,,,
Intraoperative Echocardiography,,,,,,,,,,,,,,,,,
Intraoperative Endoscopy,,,,,,,,,,,,,,,,,
Intraoperative Endoscopy for Bariatric Surgery,,,,,,,,,,,,,,,,,
Intraoperative Frozen Section Analysis,,,,,,,,,,,,,,,,,
Intraoperative Imaging,,,,,,,,,,,,,,,,,
Intraoperative Mapping,,,,,,,,,,,,,,,,,
Intraoperative Monitoring IOM,,,,,,,,,,,,,,,,,
Intraoperative Monitoring of Maternal and Fetal Status,,,,,,,,,,,,,,,,,
Intraoperative Monitoring vital signs depth of anesthesia,,,,,,,,,,,,,,,,,
Intraoperative Navigation,,,,,,,,,,,,,,,,,
Intraoperative Nerve Monitoring,,,,,,,,,,,,,,,,,
Intraoperative Neuromonitoring,,,,,,,,,,,,,,,,,
Intraoperative Neurophysiological Monitoring,,,,,,,,,,,,,,,,,
Intraoperative Parathyroid Localization Techniques,,,,,,,,,,,,,,,,,
Intraoperative Pathology Consultation,,,,,,,,,,,,,,,,,
Intraoperative PTH Monitoring,,,,,,,,,,,,,,,,,
Intraoperative Radiation Therapy IORT,,,,,,,,,,,,,,,,,
Intraoperative Transesophageal Echocardiography TEE,,,,,,,,,,,,,,,,,
Intraoperative Tumor Localization Techniques,,,,,,,,,,,,,,,,,
Intraoperative Ultrasound,,,,,,,,,,,,,,,,,
Intraoperative Ultrasound in GI Surgery,,,,,,,,,,,,,,,,,
Intraosseous IO Access,,,,,,,,,,,,,,,,,
Intraperitoneal Chemotherapy Administration,,,,,,,,,,,,,,,,,
Intrarenal Surgery,,,,,,,,,,,,,,,,,
Intrathecal Chemotherapy Administration,,,,,,,,,,,,,,,,,
Intrathecal Drug Delivery,,,,,,,,,,,,,,,,,
Intrathecal Pump Implantation,,,,,,,,,,,,,,,,,
Intrathecal Pump Management,,,,,,,,,,,,,,,,,
Intrauterine Device IUD Insertion and Removal,,,,,,,,,,,,,,,,,
Intrauterine Insemination IUI,,,,,,,,,,,,,,,,,
Intrauterine Transfusions,,,,,,,,,,,,,,,,,
Intravenous Access,,,,,,,,,,,,,,,,,
Intravenous Access and Fluid Resuscitation,,,,,,,,,,,,,,,,,
Intravenous and Arterial Line Insertion in Neonates,,,,,,,,,,,,,,,,,
Intravenous Fluid Therapy,,,,,,,,,,,,,,,,,
Intravenous Injection,,,,,,,,,,,,,,,,,
Intravenous Injection Techniques,,,,,,,,,,,,,,,,,
Intravenous IV Access,,,,,,,,,,,,,,,,,
Intravenous Line Insertion,,,,,,,,,,,,,,,,,
Intravenous Therapy,,,,,,,,,,,,,,,,,
Intravenous Urography IVU Interpretation,,,,,,,,,,,,,,,,,
Intravesical Therapy,,,,,,,,,,,,,,,,,
Intravesical Therapy Administration,,,,,,,,,,,,,,,,,
Intravitreal Chemotherapy for Retinoblastoma and Intraocular Lymphoma,,,,,,,,,,,,,,,,,
Intravitreal Injections,,,,,,,,,,,,,,,,,
Intubation,,,,,,,,,,,,,,,,,
Invasive Fungal Infection Treatment,,,,,,,,,,,,,,,,,
Invasive Line Placement,,,,,,,,,,,,,,,,,
Invasive Prenatal Diagnostic Procedures,,,,,,,,,,,,,,,,,
Invasive Procedures,,,,,,,,,,,,,,,,,
Invasive Ventilation Procedures,,,,,,,,,,,,,,,,,
Inventory Control,,,,,,,,,,,,,,,,,
Inventory Management,,,,,,,,,,,,,,,,,
Inventory Management of Radioisotopes,,,,,,,,,,,,,,,,,
Investigative Skills,,,,,,,,,,,,,,,,,
Investment Analysis,,,,,,,,,,,,,,,,,
Investment Management,,,,,,,,,,,,,,,,,
Iron Chelation Therapy,,,,,,,,,,,,,,,,,
Iron Deficiency Management,,,,,,,,,,,,,,,,,
Iron Deficiency Treatment,,,,,,,,,,,,,,,,,
Iron Overload Management,,,,,,,,,,,,,,,,,
Iron Studies Interpretation,,,,,,,,,,,,,,,,,
Irritable Bowel Syndrome Management,,,,,,,,,,,,,,,,,
Ischemia Management,,,,,,,,,,,,,,,,,
Ischemic Heart Disease Management,,,,,,,,,,,,,,,,,
Isolation Protocols,,,,,,,,,,,,,,,,,
iStent Trabectome,,,,,,,,,,,,,,,,,
IV Access and Fluid Resuscitation,,,,,,,,,,,,,,,,,
IV Line Insertion,,,,,,,,,,,,,,,,,
IV Therapy,,,,,,,,,,,,,,,,,
IVF,,,,,,,,,,,,,,,,,
JAK2 CALR and MPL Mutation Testing,,,,,,,,,,,,,,,,,
JAK2 Mutation Testing,,,,,,,,,,,,,,,,,
Jaw Realignment,,,,,,,,,,,,,,,,,
Jet Lag Management,,,,,,,,,,,,,,,,,
Joint and Soft Tissue Injections,,,,,,,,,,,,,,,,,
Joint Arthroscopy Wrist Finger Joints,,,,,,,,,,,,,,,,,
Joint Aspiration and Analysis,,,,,,,,,,,,,,,,,
Joint Aspiration and Injection,,,,,,,,,,,,,,,,,
Joint Examination,,,,,,,,,,,,,,,,,
Joint Health Management,,,,,,,,,,,,,,,,,
Joint Injection Techniques,,,,,,,,,,,,,,,,,
Joint Injection Therapy,,,,,,,,,,,,,,,,,
Joint Injections,,,,,,,,,,,,,,,,,
Joint Preservation Techniques,,,,,,,,,,,,,,,,,
Joint Range of Motion Exercises,,,,,,,,,,,,,,,,,
Joint Reconstruction,,,,,,,,,,,,,,,,,
Joint Reduction Techniques,,,,,,,,,,,,,,,,,
Joint Replacement Surgery,,,,,,,,,,,,,,,,,
Joint Replacement Surgery Hip Knee Shoulder,,,,,,,,,,,,,,,,,
Juvenile Dermatomyositis JDM Treatment,,,,,,,,,,,,,,,,,
Juvenile Idiopathic Arthritis JIA Management,,,,,,,,,,,,,,,,,
Kaizen Facilitation,,,,,,,,,,,,,,,,,
Karyotyping,,,,,,,,,,,,,,,,,
Kawasaki Disease,,,,,,,,,,,,,,,,,
Ketogenic Diet Implementation,,,,,,,,,,,,,,,,,
Kidney Biopsy Interpretation,,,,,,,,,,,,,,,,,
Kidney Cancer Surgery,,,,,,,,,,,,,,,,,
Kidney Function Evaluation,,,,,,,,,,,,,,,,,
Kidney Function Monitoring,,,,,,,,,,,,,,,,,
Kidney Stone Disease Management,,,,,,,,,,,,,,,,,
Kidney Stone Management,,,,,,,,,,,,,,,,,
Kidney Stone Removal,,,,,,,,,,,,,,,,,
Kidney Transplant Care,,,,,,,,,,,,,,,,,
Kidney Transplant Coordination,,,,,,,,,,,,,,,,,
Kidney Transplant Evaluation,,,,,,,,,,,,,,,,,
Kidney Transplant Surgery,,,,,,,,,,,,,,,,,
Kidney Transplantation Management,,,,,,,,,,,,,,,,,
Kidney Ultrasound,,,,,,,,,,,,,,,,,
Kidney Ultrasound Interpretation,,,,,,,,,,,,,,,,,
Knee replacement surgery,,,,,,,,,,,,,,,,,
Knee specialist,,,,,,,,,,,,,,,,,
Knowledge of Epidemiology of STIs,,,,,,,,,,,,,,,,,
Knowledge of Immunologic Mechanisms in Dermatologic Disorders,,,,,,,,,,,,,,,,,
Kyphoplasty,,,,,,,,,,,,,,,,,
Kyphoplasty and Vertebroplasty,,,,,,,,,,,,,,,,,
Labeling Compliance,,,,,,,,,,,,,,,,,
Labor and Delivery Management,,,,,,,,,,,,,,,,,
Labor Epidural Analgesia,,,,,,,,,,,,,,,,,
Labor Law Compliance,,,,,,,,,,,,,,,,,
Labor Relations,,,,,,,,,,,,,,,,,
Laboratory Accreditation,,,,,,,,,,,,,,,,,
Laboratory Analysis,,,,,,,,,,,,,,,,,
Laboratory Analysis Interpretation,,,,,,,,,,,,,,,,,
Laboratory Automation,,,,,,,,,,,,,,,,,
Laboratory Data Analysis,,,,,,,,,,,,,,,,,
Laboratory Data Interpretation,,,,,,,,,,,,,,,,,
Laboratory Demonstrations,,,,,,,,,,,,,,,,,
Laboratory Diagnostics,,,,,,,,,,,,,,,,,
Laboratory Diagnostics for Blood Infections,,,,,,,,,,,,,,,,,
Laboratory Diagnostics in Cell Therapy,,,,,,,,,,,,,,,,,
Laboratory Diagnostics in Eosinophilia,,,,,,,,,,,,,,,,,
Laboratory Diagnostics in Transplant,,,,,,,,,,,,,,,,,
Laboratory Endocrinology,,,,,,,,,,,,,,,,,
Laboratory Equipment Operation,,,,,,,,,,,,,,,,,
Laboratory Genetics,,,,,,,,,,,,,,,,,
Laboratory Hematology,,,,,,,,,,,,,,,,,
Laboratory Hemostasis Testing,,,,,,,,,,,,,,,,,
Laboratory Hormone Testing,,,,,,,,,,,,,,,,,
Laboratory Immunology,,,,,,,,,,,,,,,,,
Laboratory Information Systems LIS,,,,,,,,,,,,,,,,,
Laboratory Instruction,,,,,,,,,,,,,,,,,
Laboratory Interpretation,,,,,,,,,,,,,,,,,
Laboratory Liaison Skills,,,,,,,,,,,,,,,,,
Laboratory Management,,,,,,,,,,,,,,,,,
Laboratory Medicine in Nephrology,,,,,,,,,,,,,,,,,
Laboratory Quality Control,,,,,,,,,,,,,,,,,
Laboratory Safety,,,,,,,,,,,,,,,,,
Laboratory Safety in Mycology,,,,,,,,,,,,,,,,,
Laboratory Safety Procedures,,,,,,,,,,,,,,,,,
Laboratory Safety Protocols,,,,,,,,,,,,,,,,,
Laboratory Sample Collection,,,,,,,,,,,,,,,,,
Laboratory Techniques,,,,,,,,,,,,,,,,,
Laboratory Techniques in Immunology,,,,,,,,,,,,,,,,,
Laboratory Techniques in Metabolic Biochemistry,,,,,,,,,,,,,,,,,
Laboratory Techniques in Neurotoxicology,,,,,,,,,,,,,,,,,
Laboratory Techniques in Parasitology,,,,,,,,,,,,,,,,,
Laboratory Test Analysis,,,,,,,,,,,,,,,,,
Laboratory Test Interpretation,,,,,,,,,,,,,,,,,
Laboratory Test Selection and Interpretation,,,,,,,,,,,,,,,,,
Laboratory Test Utilization,,,,,,,,,,,,,,,,,
Laboratory Testing,,,,,,,,,,,,,,,,,
Laboratory Testing and Analysis,,,,,,,,,,,,,,,,,
Laboratory Testing ESR CRP,,,,,,,,,,,,,,,,,
Laboratory Testing for Auto antibodies,,,,,,,,,,,,,,,,,
Laboratory Testing for Influenza,,,,,,,,,,,,,,,,,
Laboratory Testing for STIs,,,,,,,,,,,,,,,,,
Laboratory Testing Interpretation,,,,,,,,,,,,,,,,,
Laboratory Testing Oversight,,,,,,,,,,,,,,,,,
Laboratory Workflow Optimization,,,,,,,,,,,,,,,,,
Labral Repair,,,,,,,,,,,,,,,,,
Labyrinthectomy,,,,,,,,,,,,,,,,,
Laceration Repair,,,,,,,,,,,,,,,,,
Lacrimal System Surgery,,,,,,,,,,,,,,,,,
Laminectomy,,,,,,,,,,,,,,,,,
Language Disorder Diagnosis,,,,,,,,,,,,,,,,,
Laparoscopic Adrenalectomy,,,,,,,,,,,,,,,,,
Laparoscopic and Robotic Colorectal Surgery,,,,,,,,,,,,,,,,,
Laparoscopic Bariatric Surgery Techniques,,,,,,,,,,,,,,,,,
Laparoscopic Colectomy,,,,,,,,,,,,,,,,,
Laparoscopic Gastrectomy,,,,,,,,,,,,,,,,,
Laparoscopic Gastric Bypass,,,,,,,,,,,,,,,,,
Laparoscopic Hepatectomy,,,,,,,,,,,,,,,,,
Laparoscopic Liver Surgery,,,,,,,,,,,,,,,,,
Laparoscopic Liver Surgery Techniques,,,,,,,,,,,,,,,,,
Laparoscopic Lymph Node Dissection,,,,,,,,,,,,,,,,,
Laparoscopic Nephrectomy,,,,,,,,,,,,,,,,,
Laparoscopic Pancreatectomy,,,,,,,,,,,,,,,,,
Laparoscopic Sleeve Gastrectomy,,,,,,,,,,,,,,,,,
Laparoscopic Surgery,,,,,,,,,,,,,,,,,
Laparoscopic Surgery Techniques,,,,,,,,,,,,,,,,,
Laparoscopic Surgical Technique,,,,,,,,,,,,,,,,,
Laparoscopic Suturing,,,,,,,,,,,,,,,,,
Laparoscopic Techniques,,,,,,,,,,,,,,,,,
Laparoscopic Urological Surgery,,,,,,,,,,,,,,,,,
Laparoscopy,,,,,,,,,,,,,,,,,
Laproscopy surgery,,,,,,,,,,,,,,,,,
Laryngeal Biopsy,,,,,,,,,,,,,,,,,
Laryngeal Biopsy Procedures,,,,,,,,,,,,,,,,,
Laryngeal EMG Electromyography,,,,,,,,,,,,,,,,,
Laryngeal Endoscopy,,,,,,,,,,,,,,,,,
Laryngeal Framework Surgery,,,,,,,,,,,,,,,,,
Laryngeal Surgery,,,,,,,,,,,,,,,,,
Laryngectomy,,,,,,,,,,,,,,,,,
Laryngectomy Neck Dissection,,,,,,,,,,,,,,,,,
Laryngectomy Techniques,,,,,,,,,,,,,,,,,
Laryngologic Surgery,,,,,,,,,,,,,,,,,
Laryngopharyngeal Reflux Treatment,,,,,,,,,,,,,,,,,
Laryngoscopy,,,,,,,,,,,,,,,,,
Laryngoscopy and Bronchoscopy,,,,,,,,,,,,,,,,,
Laser,,,,,,,,,,,,,,,,,
Laser Ablation,,,,,,,,,,,,,,,,,
Laser and Light Therapies,,,,,,,,,,,,,,,,,
Laser Blepharoplasty,,,,,,,,,,,,,,,,,
Laser Hair Removal,,,,,,,,,,,,,,,,,
Laser Lipolysis,,,,,,,,,,,,,,,,,
Laser Lithotripsy,,,,,,,,,,,,,,,,,
Laser Photocoagulation Techniques,,,,,,,,,,,,,,,,,
Laser Procedures,,,,,,,,,,,,,,,,,
Laser Resurfacing,,,,,,,,,,,,,,,,,
Laser Skin Resurfacing,,,,,,,,,,,,,,,,,
Laser Surgery,,,,,,,,,,,,,,,,,
Laser Surgery for Skin Lesions,,,,,,,,,,,,,,,,,
Laser Surgery for Vocal Cords,,,,,,,,,,,,,,,,,
Laser Surgery of the Airway,,,,,,,,,,,,,,,,,
Laser Surgery of the Larynx,,,,,,,,,,,,,,,,,
Laser Therapy,,,,,,,,,,,,,,,,,
Laser Therapy for Glaucoma,,,,,,,,,,,,,,,,,
Laser Treatment,,,,,,,,,,,,,,,,,
Laser Treatment for Skin Lesions,,,,,,,,,,,,,,,,,
LASIK,,,,,,,,,,,,,,,,,
LASIK PRK laser trabeculoplasty,,,,,,,,,,,,,,,,,
Latissimus Dorsi Flap Surgery,,,,,,,,,,,,,,,,,
LDR Brachytherapy,,,,,,,,,,,,,,,,,
Lead Generation,,,,,,,,,,,,,,,,,
Leadership and Management,,,,,,,,,,,,,,,,,
Leadership and Supervision,,,,,,,,,,,,,,,,,
Leadership and Team Building,,,,,,,,,,,,,,,,,
Leadership and Team Management,,,,,,,,,,,,,,,,,
Leadership Development,,,,,,,,,,,,,,,,,
Leadership,,,,,,,,,,,,,,,,,
Leaks Strictures,,,,,,,,,,,,,,,,,
Lean Management,,,,,,,,,,,,,,,,,
Lean Six Sigma,,,,,,,,,,,,,,,,,
Lean Tools Application,,,,,,,,,,,,,,,,,
Learning Disorders Evaluation and Intervention,,,,,,,,,,,,,,,,,
Lecture Delivery,,,,,,,,,,,,,,,,,
Left Main Intervention LMCA,,,,,,,,,,,,,,,,,
Legal and Ethical Decision Making,,,,,,,,,,,,,,,,,
Legal and Ethical Issues in Health Records,,,,,,,,,,,,,,,,,
Legal and Ethical Issues in Healthcare,,,,,,,,,,,,,,,,,
Legal and Ethical Issues in Psychiatry,,,,,,,,,,,,,,,,,
Legal Aspects of Genetics,,,,,,,,,,,,,,,,,
Legal Compliance,,,,,,,,,,,,,,,,,
Legal Documentation,,,,,,,,,,,,,,,,,
Legal Knowledge,,,,,,,,,,,,,,,,,
Legal Standards Knowledge,,,,,,,,,,,,,,,,,
Legal Testimony,,,,,,,,,,,,,,,,,
Legislative Process Knowledge,,,,,,,,,,,,,,,,,
Legislative Research,,,,,,,,,,,,,,,,,
Leishmaniasis Treatment,,,,,,,,,,,,,,,,,
Lesson Planning,,,,,,,,,,,,,,,,,
Leukapheresis,,,,,,,,,,,,,,,,,
Leukemia and Lymphoma Diagnosis,,,,,,,,,,,,,,,,,
Leukemia Diagnosis,,,,,,,,,,,,,,,,,
Leukemia Management,,,,,,,,,,,,,,,,,
Leukemia Surgical Management,,,,,,,,,,,,,,,,,
Leukemia Treatment,,,,,,,,,,,,,,,,,
LGBTQ Family Planning and Fertility Services,,,,,,,,,,,,,,,,,
Liaison Psychiatry,,,,,,,,,,,,,,,,,
Libido Disorders Treatment,,,,,,,,,,,,,,,,,
License Validation,,,,,,,,,,,,,,,,,
Life Cycle Analysis,,,,,,,,,,,,,,,,,
Lifestyle and Behavioral Modification,,,,,,,,,,,,,,,,,
Lifestyle and Dietary Counseling,,,,,,,,,,,,,,,,,
Lifestyle and Nutritional Counseling,,,,,,,,,,,,,,,,,
Lifestyle Counseling,,,,,,,,,,,,,,,,,
Lifestyle Medicine,,,,,,,,,,,,,,,,,
Lifestyle Medicine and Behavioral Change,,,,,,,,,,,,,,,,,
Lifestyle Modification,,,,,,,,,,,,,,,,,
Lifestyle Modification Coaching,,,,,,,,,,,,,,,,,
Lifestyle Modification Counseling,,,,,,,,,,,,,,,,,
Lifestyle Modification Guidance,,,,,,,,,,,,,,,,,
Ligament and Tendon Repair,,,,,,,,,,,,,,,,,
